Category,Message,Sent_Date,Sent_Time,Source_IP,Source_Location
ham,Text her. If she doesnt reply let me know so i can have her log in,2025-08-15,05:22:06,203.0.113.167,"('Malaysia', 'Selangor')"
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,2025-08-28,04:19:11,172.16.238.162,"('Malaysia', 'Kuala Lumpur')"
ham,You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend,2025-09-23,01:01:01,45.67.14.134,"('Thailand', 'Bangkok')"
ham,Lol no. U can trust me.,2025-07-18,03:49:19,124.13.91.195,"('Malaysia', 'Selangor')"
ham,ok. I am a gentleman and will treat you with dignity and respect.,2025-07-04,04:42:58,124.13.138.233,"('Singapore', 'Central')"
ham,"He will, you guys close?",2025-09-28,04:06:13,192.168.181.194,"('Thailand', 'Bangkok')"
ham,Going on nothing great.bye,2025-07-26,00:38:22,172.16.162.92,"('Indonesia', 'DKI Jakarta')"
ham,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?,2025-07-04,04:31:50,172.16.123.103,"('United States', 'Virginia')"
ham,"Haha awesome, be there in a minute",2025-09-05,00:02:56,10.0.141.141,"('Malaysia', 'Selangor')"
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,2025-09-28,15:11:42,185.220.100.94,"('Romania', 'Bucharest')"
ham,Have you got Xmas radio times. If not i will get it now,2025-08-30,03:51:39,172.16.1.95,"('Indonesia', 'DKI Jakarta')"
ham,I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...,2025-07-04,05:38:30,203.0.113.136,"('Malaysia', 'Kuala Lumpur')"
spam,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,2025-08-06,15:43:36,5.188.0.141,"('United States', 'Virginia')"
ham,I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|,2025-09-09,01:42:25,124.13.245.35,"('Thailand', 'Bangkok')"
ham,Hi :)finally i completed the course:),2025-08-11,05:13:07,10.0.220.122,"('Malaysia', 'Selangor')"
ham,It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.,2025-08-19,04:25:17,124.13.59.117,"('Indonesia', 'DKI Jakarta')"
ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,2025-09-27,04:56:50,192.168.107.130,"('Malaysia', 'Selangor')"
ham,Gud mrng dear hav a nice day,2025-07-22,04:47:51,5.188.232.110,"('Indonesia', 'DKI Jakarta')"
ham,Did u got that persons story,2025-09-17,00:15:52,5.188.69.209,"('Malaysia', 'Kuala Lumpur')"
ham,is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt?,2025-07-02,01:09:32,172.16.253.135,"('Malaysia', 'Kuala Lumpur')"
ham,Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx,2025-09-03,02:21:32,192.168.183.234,"('Malaysia', 'Selangor')"
ham,"Found it, ENC  &lt;#&gt; , where you at?",2025-09-04,03:23:31,10.0.220.158,"('Singapore', 'Central')"
ham,I sent you  &lt;#&gt;  bucks,2025-07-24,05:31:06,172.16.239.155,"('Malaysia', 'Selangor')"
ham,Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx,2025-09-23,00:00:37,203.0.113.113,"('Malaysia', 'Kuala Lumpur')"
ham,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,2025-09-02,01:14:15,192.168.248.2,"('Indonesia', 'DKI Jakarta')"
ham,Goodmorning sleeping ga.,2025-07-02,00:44:52,10.0.169.182,"('Thailand', 'Bangkok')"
ham,U call me alter at 11 ok.,2025-07-31,03:09:45,203.0.113.223,"('Thailand', 'Bangkok')"
ham,Ü say until like dat i dun buy ericsson oso cannot oredi lar...,2025-07-05,04:01:41,192.168.89.66,"('Thailand', 'Bangkok')"
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",2025-08-24,04:18:43,172.16.178.200,"('Singapore', 'Central')"
ham,"Aight yo, dats straight dogg",2025-07-13,05:35:27,124.13.107.33,"('Germany', 'Hesse')"
ham,You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill,2025-07-03,04:13:49,203.0.113.194,"('Indonesia', 'DKI Jakarta')"
ham,Both :) i shoot big loads so get ready!,2025-09-17,04:55:59,172.16.102.1,"('Indonesia', 'DKI Jakarta')"
ham,"What's up bruv, hope you had a great break. Do have a rewarding semester.",2025-07-30,03:53:53,203.0.113.174,"('Malaysia', 'Kuala Lumpur')"
ham,Home so we can always chat,2025-07-14,04:47:16,172.16.156.8,"('Thailand', 'Bangkok')"
ham,K:)k:)good:)study well.,2025-07-17,01:18:27,192.168.59.56,"('Malaysia', 'Selangor')"
ham,Yup... How ü noe leh...,2025-09-10,00:57:08,124.13.222.124,"('Romania', 'Bucharest')"
ham,Sounds great! Are you home now?,2025-08-06,05:30:56,10.0.165.114,"('Malaysia', 'Selangor')"
ham,Finally the match heading towards draw as your prediction.,2025-08-12,05:45:29,172.16.234.17,"('Singapore', 'Central')"
ham,Tired. I haven't slept well the past few nights.,2025-07-13,01:45:07,10.0.116.24,"('Indonesia', 'DKI Jakarta')"
ham,Easy ah?sen got selected means its good..,2025-07-02,00:47:17,172.16.130.135,"('Indonesia', 'DKI Jakarta')"
ham,I have to take exam with march 3,2025-09-19,05:15:36,192.168.160.13,"('Thailand', 'Bangkok')"
ham,Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.,2025-09-30,04:51:19,5.188.24.137,"('Malaysia', 'Selangor')"
ham,Ok no prob. Take ur time.,2025-09-15,03:55:00,172.16.240.36,"('United States', 'Virginia')"
ham,There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..,2025-07-08,05:06:14,198.51.100.67,"('Germany', 'Hesse')"
ham,"Sorry, I'll call later",2025-09-15,04:49:04,192.168.116.101,"('Singapore', 'Central')"
ham,U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,2025-08-06,04:00:15,203.0.113.87,"('Malaysia', 'Kuala Lumpur')"
spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",2025-07-18,17:26:57,198.51.100.77,"('United States', 'Virginia')"
ham,Would really appreciate if you call me. Just need someone to talk to.,2025-08-03,00:06:13,203.0.113.133,"('United States', 'Virginia')"
spam,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",2025-07-22,18:22:48,37.120.16.114,"('Romania', 'Bucharest')"
ham,Hey company elama po mudyadhu.,2025-07-29,03:06:30,203.0.113.88,"('Singapore', 'Central')"
ham,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .",2025-07-24,05:57:45,203.0.113.207,"('Singapore', 'Central')"
ham,Dear good morning now only i am up,2025-09-20,04:49:11,192.168.94.104,"('Singapore', 'Central')"
ham,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,2025-08-12,03:18:15,172.16.147.109,"('Malaysia', 'Selangor')"
ham,Dear we are going to our rubber place,2025-09-02,05:24:37,192.168.189.188,"('Thailand', 'Bangkok')"
ham,"Sorry battery died, yeah I'm here",2025-08-24,02:51:05,124.13.123.19,"('Singapore', 'Central')"
ham,Yes:)here tv is always available in work place..,2025-07-28,02:15:11,172.16.93.117,"('Malaysia', 'Kuala Lumpur')"
spam,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,2025-09-22,12:32:08,185.220.100.166,"('Hong Kong', 'Hong Kong')"
ham,I have printed it oh. So  &lt;#&gt;  come upstairs,2025-07-04,00:47:49,124.13.191.116,"('Indonesia', 'DKI Jakarta')"
ham,Or ill be a little closer like at the bus stop on the same street,2025-09-04,01:11:04,37.120.227.197,"('Malaysia', 'Selangor')"
ham,Where are you?when wil you reach here?,2025-09-18,05:49:11,203.0.113.248,"('Singapore', 'Central')"
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",2025-08-15,02:59:40,124.13.84.251,"('Thailand', 'Bangkok')"
spam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,2025-08-02,18:25:25,198.51.100.104,"('Hong Kong', 'Hong Kong')"
ham,Tomarrow final hearing on my laptop case so i cant.,2025-09-12,04:41:04,172.16.215.95,"('Malaysia', 'Kuala Lumpur')"
ham,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,2025-07-12,00:33:12,192.168.36.235,"('Malaysia', 'Kuala Lumpur')"
ham,"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",2025-07-17,01:30:16,192.168.240.197,"('Malaysia', 'Kuala Lumpur')"
ham,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",2025-07-16,03:45:00,192.168.77.197,"('Thailand', 'Bangkok')"
ham,U don't remember that old commercial?,2025-07-24,03:47:05,192.168.83.52,"('Thailand', 'Bangkok')"
ham,Too late. I said i have the website. I didn't i have or dont have the slippers,2025-07-21,02:57:19,10.0.186.192,"('Malaysia', 'Kuala Lumpur')"
ham,I asked you to call him now ok,2025-08-04,03:12:45,124.13.218.184,"('Thailand', 'Bangkok')"
ham,Kallis wont bat in 2nd innings.,2025-09-17,00:24:11,172.16.232.116,"('Malaysia', 'Kuala Lumpur')"
ham,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,2025-08-02,05:05:23,192.168.24.215,"('Malaysia', 'Selangor')"
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,2025-09-21,14:46:45,45.67.162.228,"('Germany', 'Hesse')"
ham,Ranjith cal drpd Deeraj and deepak 5min hold,2025-09-19,05:44:33,192.168.117.77,"('Indonesia', 'DKI Jakarta')"
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",2025-08-15,05:10:02,203.0.113.224,"('Malaysia', 'Selangor')"
ham,What you doing?how are you?,2025-08-19,03:57:54,192.168.94.247,"('Singapore', 'Central')"
ham,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",2025-08-08,03:09:13,192.168.198.101,"('Malaysia', 'Kuala Lumpur')"
ham,"I'm back, lemme know when you're ready",2025-07-09,05:03:19,192.168.232.33,"('Singapore', 'Central')"
ham,Don't necessarily expect it to be done before you get back though because I'm just now headin out,2025-08-26,05:09:12,45.67.19.217,"('Indonesia', 'DKI Jakarta')"
ham,Mmm so yummy babe ... Nice jolt to the suzy,2025-07-11,04:40:34,124.13.63.74,"('Malaysia', 'Selangor')"
ham,Where are you lover ? I need you ...,2025-08-10,05:27:10,124.13.8.4,"('Indonesia', 'DKI Jakarta')"
spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,2025-08-29,13:46:02,45.67.111.229,"('United States', 'Virginia')"
ham,I‘m parked next to a MINI!!!! When are you coming in today do you think?,2025-08-09,02:44:57,10.0.200.222,"('Thailand', 'Bangkok')"
ham,Yup,2025-08-03,01:06:59,124.13.194.161,"('Malaysia', 'Selangor')"
ham,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,2025-07-03,01:27:29,192.168.135.131,"('Singapore', 'Central')"
ham,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,2025-07-06,02:22:12,124.13.76.139,"('Malaysia', 'Selangor')"
spam,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,2025-07-21,18:09:50,185.220.100.158,"('Romania', 'Bucharest')"
ham,Why you Dint come with us.,2025-08-11,05:01:42,10.0.226.65,"('Malaysia', 'Kuala Lumpur')"
ham,Same. Wana plan a trip sometme then,2025-09-15,01:31:12,192.168.89.14,"('Indonesia', 'DKI Jakarta')"
ham,"Not sure yet, still trying to get a hold of him",2025-07-13,04:49:08,124.13.67.250,"('Netherlands', 'North Holland')"
spam,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,2025-08-19,09:05:54,198.51.100.217,"('United States', 'Virginia')"
ham,The evo. I just had to download flash. Jealous?,2025-08-21,03:51:12,192.168.63.225,"('Malaysia', 'Selangor')"
spam,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,2025-09-27,15:29:02,198.51.100.142,"('Netherlands', 'North Holland')"
ham,"Come to mu, we're sorting out our narcotics situation",2025-07-30,05:37:56,124.13.60.139,"('Malaysia', 'Selangor')"
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",2025-08-02,02:01:52,172.16.166.217,"('Malaysia', 'Selangor')"
spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,2025-08-28,17:46:21,37.120.217.49,"('United States', 'Virginia')"
ham,"Usf I guess, might as well take 1 car",2025-08-21,00:59:48,10.0.59.123,"('Netherlands', 'North Holland')"
ham,No objection. My bf not coming.,2025-09-15,03:45:31,192.168.56.25,"('Malaysia', 'Selangor')"
ham,Thanx...,2025-07-01,03:25:33,203.0.113.115,"('Indonesia', 'DKI Jakarta')"
ham,Tell rob to mack his gf in the theater,2025-08-18,00:27:05,203.0.113.171,"('Malaysia', 'Kuala Lumpur')"
ham,"Awesome, I'll see you in a bit",2025-07-14,01:01:56,172.16.18.2,"('Germany', 'Hesse')"
ham,Just sent it. So what type of food do you like?,2025-09-06,00:17:30,203.0.113.176,"('Malaysia', 'Kuala Lumpur')"
ham,All done? All handed in? Celebrations in full swing yet?,2025-09-10,00:17:42,10.0.12.20,"('Indonesia', 'DKI Jakarta')"
ham,You got called a tool?,2025-07-12,03:11:46,185.220.100.67,"('Malaysia', 'Selangor')"
ham,"Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch gdeve..",2025-09-26,03:28:41,192.168.172.60,"('Netherlands', 'North Holland')"
ham,Ok. I asked for money how far,2025-08-01,01:57:10,192.168.78.221,"('Malaysia', 'Selangor')"
ham,Okie...,2025-08-05,03:09:54,124.13.21.19,"('Singapore', 'Central')"
ham,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",2025-09-12,03:52:29,192.168.177.158,"('Indonesia', 'DKI Jakarta')"
ham,"K, I might come by tonight then if my class lets out early",2025-09-20,03:11:37,192.168.58.170,"('Singapore', 'Central')"
ham,Ok..,2025-09-07,01:16:14,192.168.91.156,"('Singapore', 'Central')"
ham,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,2025-07-27,01:32:56,124.13.38.93,"('Thailand', 'Bangkok')"
ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",2025-09-30,02:49:57,124.13.84.214,"('Hong Kong', 'Hong Kong')"
ham,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",2025-08-02,01:37:24,172.16.97.92,"('Malaysia', 'Kuala Lumpur')"
ham,Hey you told your name to gautham ah?,2025-09-06,00:43:53,124.13.225.23,"('Thailand', 'Bangkok')"
ham,Haf u found him? I feel so stupid da v cam was working.,2025-08-23,02:11:26,124.13.158.201,"('Thailand', 'Bangkok')"
ham,Oops. 4 got that bit.,2025-08-22,00:10:20,172.16.227.32,"('Malaysia', 'Selangor')"
ham,Are you this much buzy,2025-07-28,02:05:14,172.16.141.249,"('Singapore', 'Central')"
ham,I accidentally deleted the message. Resend please.,2025-09-28,00:20:10,192.168.251.226,"('Malaysia', 'Kuala Lumpur')"
spam,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,2025-07-11,17:33:26,185.220.100.72,"('Romania', 'Bucharest')"
